I,F,H,G,A,T
68,68,143,Male,46,302
187,187,133,Male,35,207
43,43,92,Female,33,210
139,139,140,Male,29,87
12,12,119,Female,35,165
139,139,137,Female,29,83
181,181,153,Female,34,197
130,130,134,Female,32,205
51,51,153,Male,40,269
101,128,153,Male,20,126
11,11,154,Male,24,183
47,47,119,Male,36,24
179,179,129,Female,37,257
33,33,116,Male,36,188
140,140,137,Male,31,214
176,176,148,Male,25,106
136,136,101,Female,45,248
177,177,144,Male,46,27
25,25,117,Female,36,230
147,147,105,Female,24,220
149,149,94,Female,28,270
168,168,132,Male,22,194
170,170,104,Female,31,137
186,186,145,Male,28,21
42,42,122,Male,54,324
149,149,104,Male,28,268
138,138,78,Female,27,5
16,16,125,Female,38,210
38,38,151,Female,29,41
45,45,134,Male,48,290
69,69,100,Female,39,222
8,8,108,Female,23,114
134,134,126,Male,30,148
14,36,139,Female,41,299
27,50,128,Female,53,307
110,110,149,Female,38,40
15,15,117,Male,56,49
107,107,101,Male,35,335
34,34,126,Female,22,199
4,4,131,Male,31,120
59,59,140,Female,39,276
118,118,157,Male,34,238
115,115,146,Female,30,183
178,178,101,Male,53,221
10,10,130,Male,26,116
28,28,109,Male,17,92
70,6,124,Male,34,208
9,9,157,Male,45,98
28,83,134,Female,17,93
39,39,105,Female,20,157
45,31,139,Male,48,285
143,143,121,Female,26,308
94,94,152,Male,39,167
62,62,133,Male,44,302
141,141,106,Male,30,206
44,44,122,Male,30,241
70,70,131,Male,34,207
19,24,112,Female,45,246
53,53,160,Female,46,93
60,60,140,Male,32,223
186,186,130,Male,28,22
200,200,157,Female,28,239
80,80,129,Male,36,126
191,191,104,Male,29,250
83,83,148,Male,33,8
110,110,162,Male,38,44
6,2,120,Female,48,186
196,196,127,Female,29,285
79,79,154,Male,38,293
17,17,125,Female,23,98
86,86,112,Female,21,193
195,195,105,Male,38,260
46,46,125,Male,27,156
67,67,122,Female,26,79
190,190,104,Female,45,91
163,124,123,Male,26,116
54,54,98,Female,22,258
168,168,139,Female,22,195
145,145,119,Male,26,24
87,87,114,Female,35,215
42,42,150,Male,54,322
100,39,126,Male,27,44
135,135,101,Female,17,318
17,17,125,Male,23,91
174,174,132,Female,25,155
3,3,134,Female,42,46
26,26,120,Female,29,83
119,119,129,Female,49,39
104,104,143,Male,28,153
118,118,127,Male,34,238
174,174,119,Female,25,154
194,153,117,Female,19,57
48,48,113,Male,21,237
16,16,133,Male,38,217
188,188,131,Male,37,115
46,46,109,Female,27,152
196,196,121,Female,29,296
42,47,134,Male,54,329
146,146,129,Male,29,79
108,108,142,Male,30,291
126,126,110,Male,44,174
147,147,88,Female,24,225
166,166,90,Female,21,236
98,21,105,Male,29,71
74,74,120,Male,38,267
30,30,87,Female,35,282
152,152,117,Female,34,244
157,157,131,Female,32,90
19,19,160,Male,45,244
25,25,79,Male,36,232
102,102,122,Female,23,248
25,37,138,Female,36,228
63,63,119,Male,34,204
150,150,135,Male,23,236
8,16,124,Female,23,109
37,37,133,Male,47,28
116,116,82,Female,25,139
23,23,124,Male,31,303
130,130,145,Female,32,207
81,81,121,Male,27,279
46,7,120,Female,27,155
195,195,161,Female,38,250
189,189,108,Male,26,150
59,59,138,Male,39,284
138,138,97,Female,27,5
171,171,135,Male,37,27
100,100,97,Female,27,50
58,58,135,Female,30,264
141,141,106,Female,30,206
53,53,134,Female,46,97
152,152,130,Female,34,236
28,28,132,Male,17,84
60,60,111,Male,32,226
160,160,138,Female,29,304
133,133,96,Male,52,215
105,105,79,Female,39,334
70,34,140,Male,34,209
50,50,128,Female,22,40
83,83,127,Female,33,0
74,77,118,Male,38,256
115,10,125,Female,30,185
74,74,91,Male,38,261
10,10,157,Female,26,121
64,30,130,Female,28,5
184,21,124,Male,35,280
139,60,126,Female,29,74
138,138,99,Male,27,1
70,70,146,Male,34,214
135,135,151,Female,17,328
18,18,123,Female,21,238
7,7,95,Male,40,248
197,197,107,Male,30,57
118,118,118,Female,34,235
161,161,152,Male,39,76
196,196,133,Female,29,289
173,173,151,Male,29,145
108,24,126,Male,30,287
91,91,118,Male,28,264
19,19,121,Female,45,254
67,67,99,Female,26,84
0,0,57,Male,19,220
9,9,139,Female,45,96
154,154,146,Male,35,8
100,100,137,Male,27,48
90,35,128,Male,33,98
159,159,122,Male,52,122
104,104,136,Female,28,145
167,167,90,Female,37,227
125,125,123,Male,23,141
146,146,132,Female,29,82
73,73,142,Male,39,208
181,181,137,Female,34,204
179,179,104,Female,37,255
135,135,127,Female,17,315
73,73,133,Male,39,201
199,199,145,Female,24,180
59,59,104,Female,39,278
106,106,86,Female,21,204
94,94,154,Male,39,168
71,71,133,Male,24,280
169,169,98,Male,32,69
139,139,119,Female,29,83
103,103,136,Male,31,53
149,149,105,Female,28,276
68,68,130,Male,46,303
103,103,114,Female,31,56
62,56,170,Male,44,303
198,198,90,Male,10,303
169,130,119,Male,32,63
134,134,126,Female,30,142
121,121,134,Male,28,209
136,136,96,Female,45,254
90,90,123,Female,33,99
130,130,109,Female,32,206
121,121,117,Male,28,210
12,12,134,Male,35,159
128,128,144,Male,46,130
30,19,117,Female,35,285
117,117,146,Female,26,100
94,94,122,Male,39,162
114,114,117,Female,51,294
121,121,120,Male,28,204
159,159,138,Female,52,126
15,15,108,Male,56,45
37,37,129,Male,47,28
113,113,96,Female,33,153
157,157,131,Male,32,90
69,17,112,Male,39,220
127,127,98,Female,43,85
118,118,144,Male,34,225
12,12,130,Female,35,166
57,57,100,Female,35,189
33,33,132,Male,36,187
94,94,146,Male,39,166
104,104,131,Female,28,148
70,70,110,Male,34,210
189,189,99,Male,26,155
18,18,136,Female,21,235
45,45,126,Female,48,284
7,7,119,Female,41,239
191,191,113,Female,29,258
66,66,122,Male,51,229
54,54,130,Female,22,253
83,83,123,Female,33,3
149,149,130,Female,28,273
60,60,132,Male,32,226
140,140,101,Female,31,212
39,39,116,Female,20,169
52,52,106,Male,28,130
36,36,115,Female,35,11
142,142,100,Male,40,9
77,77,129,Male,59,65
175,175,122,Male,60,310
116,116,85,Male,25,137
17,17,101,Female,23,97
100,25,153,Male,27,45
150,150,114,Female,23,242
134,134,119,Female,30,142
119,119,115,Female,49,43
138,138,120,Female,27,2
83,83,122,Male,33,2
90,90,138,Female,33,98
91,91,146,Male,28,264
18,18,99,Female,21,233
28,28,105,Female,17,88
118,39,151,Female,34,231
16,16,114,Male,38,213
55,55,124,Female,31,233
148,148,124,Female,30,81
99,99,108,Female,31,88
147,147,106,Female,24,227
123,123,91,Female,20,293
191,191,138,Female,29,252
41,41,107,Male,30,161
13,44,124,Male,20,293
113,113,116,Female,33,146
157,157,126,Male,32,90
65,65,135,Male,40,203
176,176,152,Female,26,105
42,42,118,Male,54,319
77,77,106,Male,59,57
174,174,90,Female,25,150
164,164,101,Male,32,57
64,64,104,Female,28,2
58,58,148,Male,30,261
189,189,105,Female,26,156
192,83,141,Female,24,120
182,182,125,Male,30,76
34,16,130,Female,22,195
46,46,130,Female,27,157
141,141,128,Female,30,200
145,145,131,Male,26,25
27,27,126,Male,53,307
22,14,127,Female,33,114
200,200,135,Male,28,234
26,26,106,Female,29,86
128,128,148,Male,46,128
44,44,149,Male,30,243
118,118,143,Male,34,231
124,124,87,Female,29,85
127,127,133,Male,43,84
45,45,150,Male,48,284
181,181,126,Male,34,199
163,163,118,Female,26,110
120,120,131,Female,47,159
6,6,119,Male,48,190
146,146,130,Female,29,77
194,142,133,Male,19,63
115,115,151,Male,30,183
184,184,151,Male,35,270
49,49,130,Male,28,119
49,11,171,Male,28,115
38,38,124,Female,29,46
16,16,138,Male,38,215
70,70,98,Male,34,211
79,7,124,Female,38,291
81,81,143,Male,27,279
171,50,127,Female,37,29
150,150,129,Female,23,236
34,34,111,Female,22,202
153,153,147,Female,33,82
44,44,143,Male,30,243
72,72,72,Female,26,286
151,151,146,Female,37,236
96,96,102,Female,39,147
53,53,149,Male,46,102
100,100,119,Male,27,46
28,28,99,Female,17,93
151,151,129,Female,37,236
77,77,119,Female,59,66
31,31,131,Female,33,203
12,12,103,Male,35,162
162,162,130,Male,32,150
95,95,133,Female,39,210
123,123,112,Male,20,296
146,146,130,Female,29,85
66,66,123,Male,51,230
104,104,84,Female,28,145
74,66,102,Male,38,264
94,94,142,Female,39,168
167,167,129,Male,37,222
12,11,135,Female,35,159
25,25,115,Male,36,236
137,137,143,Female,63,109
92,92,132,Female,32,81
63,6,127,Male,34,205
1,0,127,Female,34,85
11,11,81,Male,24,183
109,39,131,Male,26,128
118,118,140,Male,34,235
87,87,91,Male,35,210
9,67,117,Male,45,98
79,79,119,Male,38,292
121,70,152,Female,28,204
156,156,114,Female,37,320
119,69,94,Female,49,43
172,172,153,Male,30,256
143,143,126,Female,26,308
88,88,138,Female,44,140
73,73,107,Male,39,194
54,54,116,Male,22,260
19,19,103,Female,45,255
158,158,161,Male,33,45
142,142,120,Male,40,12
47,47,104,Male,36,21
59,59,122,Male,39,282
152,50,130,Male,34,235
30,30,112,Female,35,280
42,9,109,Male,54,328
48,28,110,Male,21,246
65,65,112,Female,40,207
163,163,129,Female,26,110
100,100,126,Male,27,46
155,155,140,Female,42,99
114,114,165,Male,51,297
64,64,128,Male,28,1
17,17,94,Male,23,91
199,199,141,Male,24,184
27,27,145,Male,53,304
55,55,154,Male,31,225
29,29,149,Female,30,160
168,168,120,Male,22,195
110,110,136,Male,38,37
108,108,129,Male,30,296
184,40,130,Male,35,280
2,0,106,Male,20,119
76,76,151,Male,35,37
16,16,144,Female,38,214
41,41,141,Male,30,162
117,117,133,Male,26,102
59,59,124,Male,39,285
46,46,144,Female,27,157
175,175,132,Male,60,312
14,18,132,Female,41,301
134,134,134,Female,30,143
117,117,120,Male,26,105
12,12,135,Female,35,166
75,75,109,Male,36,269
63,63,116,Male,34,200
171,171,93,Female,37,28
169,169,98,Female,32,73
116,116,104,Male,25,142
19,19,99,Female,45,253
153,153,139,Female,33,85
40,40,121,Female,28,186
95,95,144,Male,39,212
70,70,104,Male,34,212
87,87,93,Female,35,215
31,31,127,Female,33,204
162,162,143,Female,32,149
65,65,139,Male,40,206
180,180,118,Female,20,25
117,117,94,Female,26,100
36,36,116,Male,35,10
69,69,143,Female,39,222
29,29,145,Female,30,164
63,63,142,Female,34,204
9,9,163,Female,45,98
4,1,120,Female,31,125
114,114,111,Male,51,297
27,27,126,Male,53,302
149,149,105,Female,28,269
1,1,114,Female,34,84
102,102,91,Female,23,246
160,160,104,Female,29,308
163,163,109,Female,26,121
122,122,131,Female,31,27
111,111,137,Female,28,282
148,148,112,Male,30,83
79,79,131,Female,38,291
5,77,141,Female,27,81
102,102,127,Female,23,244
157,157,140,Male,32,91
73,73,135,Male,39,207
112,112,113,Male,38,265
143,143,124,Male,26,302
81,81,144,Male,27,274
111,111,136,Female,28,277
21,21,161,Female,16,213
138,138,103,Female,27,1
133,133,120,Female,52,211
131,58,109,Female,24,280
199,199,129,Male,24,186
118,118,136,Male,34,236
44,73,140,Female,30,242
182,63,118,Male,30,67
172,172,123,Female,30,252
187,144,108,Male,35,211
83,83,122,Female,33,4
200,200,124,Male,28,234
87,87,88,Female,35,219
190,190,81,Female,45,101
11,11,121,Male,24,188
115,115,126,Male,30,175
105,105,102,Male,39,335
152,152,140,Female,34,245
96,96,110,Female,39,148
51,51,123,Male,40,263
156,156,89,Female,37,318
113,113,111,Male,33,146
14,14,128,Female,41,308
142,139,120,Female,40,3
111,111,137,Female,28,274
179,179,144,Male,37,256
7,7,131,Male,41,241
65,65,133,Male,40,206
196,196,93,Male,29,290
37,37,114,Female,47,29
20,20,93,Male,37,110
179,179,141,Male,37,259
22,22,140,Male,33,119
61,61,119,Female,31,271
41,41,142,Female,30,164
138,99,120,Male,27,2
111,111,115,Female,28,278
97,97,98,Female,34,315
180,180,103,Male,20,23
61,61,114,Female,31,259
126,126,126,Female,43,180
195,195,150,Female,38,263
53,53,140,Male,46,92
126,126,121,Female,43,178
70,8,116,Male,34,203
162,162,136,Male,32,144
62,62,159,Female,44,291
7,53,129,Male,41,248
118,118,127,Male,34,228
173,173,119,Male,29,149
98,98,139,Male,29,71
58,58,158,Male,30,270
38,38,121,Female,29,36
139,139,131,Male,29,85
28,28,136,Male,17,90
78,78,98,Male,22,286
199,199,153,Male,24,182
28,28,118,Female,17,82
125,125,131,Male,23,146
4,4,143,Male,31,130
182,182,93,Female,30,71
188,188,121,Male,37,112
112,5,115,Male,38,262
17,17,136,Female,23,94
116,116,72,Female,25,142
86,86,146,Male,21,197
178,60,151,Female,53,219
187,187,126,Male,35,216
148,148,104,Female,30,89
187,41,125,Female,35,221
42,42,122,Male,54,322
105,105,139,Female,39,333
3,3,147,Male,42,40
146,146,106,Female,29,76
181,137,169,Male,34,201
28,28,119,Female,17,91
31,6,121,Female,33,202
103,103,115,Male,31,46
190,190,107,Female,45,99
137,137,140,Male,63,110
182,182,121,Male,30,66
11,11,113,Male,24,186
156,156,115,Female,37,318
104,104,126,Female,28,151
3,3,125,Female,42,47
57,57,116,Female,35,182
156,156,120,Female,37,318
49,49,138,Female,28,121
62,62,128,Male,44,301
66,66,149,Female,51,221
57,57,104,Female,35,179
141,141,123,Female,30,203
48,48,114,Female,21,248
199,199,129,Male,24,182
102,102,128,Female,23,243
24,24,134,Male,37,102
45,45,121,Female,48,281
24,24,160,Male,37,101
104,104,144,Female,28,148
64,21,150,Female,28,4
9,9,152,Male,45,103
63,63,149,Male,34,200
140,140,121,Female,31,221
195,59,107,Male,38,254
152,152,140,Female,34,239
152,152,118,Female,34,241
155,155,137,Female,42,110
48,48,109,Female,21,245
102,102,105,Female,23,240
155,155,122,Male,42,105
144,144,155,Female,31,151
158,158,124,Male,33,42
42,42,150,Male,54,328
139,126,143,Female,29,86
27,27,126,Female,53,304
6,6,140,Female,48,181
20,20,122,Female,37,110
184,184,138,Male,35,271
111,27,140,Female,28,275
107,107,92,Male,35,326
43,22,136,Male,33,213
111,160,112,Female,28,287
115,115,132,Male,30,181
200,200,141,Male,28,240
14,8,142,Male,41,301
21,15,142,Female,16,215
144,144,140,Male,31,152
78,78,78,Male,22,298
68,68,104,Female,46,294
176,176,154,Male,26,107
172,29,120,Male,30,257
36,36,152,Female,35,12
6,3,97,Female,48,187
150,150,106,Female,23,236
28,3,126,Male,17,85
158,158,131,Male,33,44
96,96,110,Female,39,144
137,137,135,Male,63,118
59,59,103,Male,39,286
21,21,141,Male,16,213
116,34,131,Female,25,138
182,182,120,Male,30,71
176,176,133,Male,26,99
69,69,90,Female,39,222
143,143,117,Female,26,302
92,92,142,Female,32,75
85,85,131,Female,20,37
36,36,156,Male,35,12
77,77,159,Male,59,60
158,158,110,Male,33,45
45,45,166,Female,48,289
51,51,134,Male,40,264
66,66,136,Male,51,227
141,141,132,Female,30,205
80,80,115,Male,36,126
20,20,120,Male,37,110
38,38,153,Female,29,38
14,14,121,Male,41,306
72,72,96,Female,26,288
0,0,167,Male,3,185
80,80,143,Male,36,134
122,122,125,Male,31,22
45,5,119,Male,48,281
171,171,128,Female,37,32
92,92,128,Male,32,76
46,46,125,Female,27,153
166,166,143,Female,21,235
111,111,135,Female,28,278
133,133,95,Male,52,212
146,146,116,Female,29,81
190,190,146,Female,45,98
145,145,119,Male,26,19
166,166,138,Female,21,237
166,166,110,Male,21,237
58,58,140,Male,30,261
45,9,149,Female,48,281
197,197,124,Female,30,52
84,67,152,Male,33,102
73,73,101,Male,39,197
115,115,121,Female,30,181
18,18,110,Female,21,234
190,190,98,Female,45,97
91,91,103,Female,28,269
36,36,97,Male,35,16
27,27,131,Male,53,306
190,190,105,Female,45,94
66,66,130,Female,51,220
154,154,113,Male,35,7
37,17,87,Male,47,23
87,87,135,Female,35,207
117,117,134,Male,26,99
195,195,122,Male,38,258
141,141,126,Male,30,204
16,16,140,Male,38,201
135,135,158,Female,17,313
155,155,155,Female,42,102
15,15,109,Male,56,46
7,7,113,Male,41,239
46,46,112,Female,27,156
36,36,146,Female,35,10
1,1,109,Female,34,89
36,36,108,Female,35,12
107,107,111,Male,35,331
14,14,142,Male,41,302
79,79,119,Male,38,286
122,122,117,Male,31,23
7,7,133,Male,41,239
14,14,120,Male,41,300
141,141,150,Female,30,199
153,153,132,Male,33,87
80,58,118,Male,36,133
69,26,124,Female,39,225
98,98,102,Male,29,65
169,169,119,Male,32,70
2,2,136,Male,20,119
134,134,129,Female,30,139
193,193,128,Female,25,31
195,195,131,Female,38,258
1,1,130,Female,34,86
45,45,134,Female,48,291
0,94,50,Male,70,268
25,25,136,Female,36,232
61,61,126,Female,31,258
54,54,114,Female,22,261
174,174,119,Male,25,153
22,22,89,Female,33,111
86,86,127,Male,21,194
74,74,130,Male,38,264
64,64,123,Female,28,5
43,43,100,Male,33,210
96,96,117,Female,39,150
192,192,135,Male,24,117
182,182,138,Female,30,77
132,132,120,Male,30,331
199,199,145,Female,24,184
33,21,135,Male,36,188
96,96,111,Male,39,143
185,185,119,Female,36,57
34,34,128,Male,22,193
11,11,90,Male,24,185
62,62,150,Male,44,295
136,136,129,Female,45,255
103,103,143,Female,31,60
49,49,163,Male,28,121
84,84,126,Male,33,103
176,176,112,Male,26,105
20,20,127,Male,37,110
26,26,96,Female,29,80
142,142,138,Female,40,0
68,68,115,Male,46,299
83,83,113,Male,33,1
144,144,135,Male,31,148
104,104,108,Female,28,144
95,95,146,Female,39,207
151,151,129,Female,37,236
28,20,155,Female,17,87
19,19,132,Male,45,252
158,158,145,Female,33,42
180,180,124,Female,20,23
178,178,121,Male,53,223
101,101,119,Male,20,128
137,137,131,Female,63,114
174,174,95,Male,25,152
174,174,103,Female,25,161
136,136,110,Male,45,251
54,64,107,Female,22,256
155,155,138,Male,42,109
81,81,123,Male,27,272
83,83,140,Male,33,9
77,77,113,Male,59,61
97,97,104,Male,34,310
139,139,157,Female,29,78
30,15,148,Female,35,286
156,156,106,Male,37,314
50,50,149,Female,22,32
153,153,124,Female,33,87
6,6,140,Male,48,187
70,70,137,Male,34,214
24,24,152,Male,37,95
185,185,123,Female,36,54
155,155,149,Female,42,102
26,26,141,Female,29,82
125,49,145,Male,23,151
2,2,119,Male,20,127
29,29,128,Male,30,161
160,160,110,Male,29,309
13,13,129,Female,20,287
1,1,106,Female,34,91
47,47,151,Female,36,24
109,109,116,Male,26,132
133,133,135,Male,52,210
98,98,130,Female,29,74
41,41,117,Male,30,165
33,33,138,Male,36,186
122,122,129,Male,31,32
193,193,111,Female,25,29
7,7,152,Female,41,253
162,162,140,Male,32,147
36,36,116,Male,35,9
39,39,104,Male,20,167
196,196,123,Female,29,288
123,123,104,Female,20,301
55,55,129,Male,31,229
191,191,118,Male,29,255
45,47,123,Male,48,286
99,74,113,Female,31,91
38,38,102,Female,29,40
17,17,106,Female,23,98
139,139,140,Female,29,79
158,158,160,Male,33,50
10,10,145,Male,26,121
28,28,121,Male,17,87
183,183,117,Female,25,180
198,198,91,Female,10,299
46,46,140,Female,27,164
113,113,133,Female,33,152
199,126,119,Female,24,176
85,10,79,Female,20,35
74,74,155,Female,38,262
150,150,129,Female,23,236
48,48,153,Female,21,238
178,178,109,Female,53,220
46,46,135,Female,27,156
70,70,133,Male,34,210
25,25,126,Female,36,224
192,192,145,Male,24,122
96,96,113,Female,39,144
188,188,125,Male,37,117
53,53,119,Male,46,93
182,182,114,Male,30,74
55,55,154,Female,31,225
110,110,105,Male,38,44
41,41,149,Male,30,164
137,99,158,Male,63,116
97,97,106,Female,34,316
24,25,126,Male,37,97
104,104,107,Male,28,146
65,65,147,Female,40,205
64,64,137,Male,28,3
146,146,109,Male,29,78
13,93,130,Female,20,296
16,16,167,Male,38,212
71,71,119,Female,24,285
121,121,136,Female,28,212
42,42,121,Male,54,322
183,135,111,Female,25,186
102,102,131,Female,23,237
5,4,137,Male,27,81
136,136,79,Female,45,254
25,25,98,Male,36,226
82,82,135,Male,43,240
106,106,106,Male,21,202
135,135,121,Female,17,323
69,69,127,Male,39,225
100,100,126,Male,27,46
114,114,117,Male,51,302
132,132,145,Male,30,333
47,47,133,Female,36,23
69,69,111,Female,39,219
61,61,123,Male,31,261
87,87,127,Female,35,219
123,123,91,Female,20,298
91,91,115,Male,28,272
58,58,124,Male,30,262
185,185,138,Male,36,56
7,27,141,Male,41,242
99,99,124,Female,31,91
136,136,105,Female,45,253
82,103,123,Male,43,243
61,61,133,Female,31,267
152,152,126,Female,34,237
195,195,138,Male,38,257
24,24,140,Female,37,103
15,15,126,Male,56,48
126,126,94,Female,43,173
153,153,120,Female,33,86
102,102,103,Male,23,247
167,167,119,Female,37,222
88,88,119,Female,44,133
35,33,141,Male,42,76
61,61,115,Female,31,267
98,98,132,Female,29,66
81,81,124,Male,27,284
181,95,143,Male,34,202
123,77,116,Female,20,295
167,167,79,Female,37,222
12,6,85,Female,35,158
89,69,146,Male,19,164
169,169,111,Female,32,69
119,119,110,Male,49,44
101,101,91,Male,20,129
131,131,120,Male,24,282
123,123,84,Male,20,300
45,45,143,Male,48,288
131,131,99,Female,24,280
5,2,129,Male,27,74
78,78,104,Male,22,290
168,168,121,Female,22,197
73,73,109,Male,39,201
98,98,149,Male,29,67
92,92,123,Female,32,78
146,146,136,Female,29,77
39,39,123,Male,20,166
49,28,159,Male,28,121
130,130,123,Female,32,208
170,9,137,Female,31,140
178,178,109,Female,53,221
9,9,142,Female,45,93
46,46,115,Female,27,157
132,132,127,Female,30,332
4,4,126,Male,31,126
91,91,93,Male,28,269
21,2,128,Female,16,213
116,116,110,Female,25,142
61,61,113,Female,31,262
41,0,138,Male,30,164
85,85,120,Male,20,36
175,175,144,Male,60,320
76,76,110,Female,35,40
121,121,147,Male,28,202
147,147,118,Female,24,226
133,133,119,Male,52,216
71,71,110,Male,24,285
162,162,120,Male,32,145
97,97,148,Female,34,317
43,43,121,Female,33,207
35,35,144,Female,42,79
102,102,129,Male,23,244
114,114,89,Male,51,304
85,85,62,Male,20,41
51,51,132,Female,40,271
163,163,113,Female,26,116
183,183,137,Female,25,180
160,60,116,Female,29,306
132,132,89,Male,30,334
143,143,116,Female,26,305
57,57,85,Female,35,183
86,86,121,Male,21,197
147,147,109,Male,24,222
26,26,95,Female,29,90
131,131,105,Male,24,279
89,89,146,Female,19,172
22,22,111,Female,33,112
122,122,133,Female,31,30
98,98,146,Female,29,73
127,127,126,Male,43,92
45,45,168,Male,48,286
193,193,119,Female,25,33
11,11,130,Female,24,186
161,161,132,Female,39,77
72,72,143,Female,26,284
79,79,171,Female,38,290
66,85,118,Male,51,228
126,25,98,Female,43,177
71,71,117,Female,24,282
160,160,113,Male,29,311
70,70,134,Male,34,209
19,15,123,Female,45,249
81,81,98,Male,27,287
66,66,143,Female,51,227
62,62,114,Female,44,295
30,30,108,Female,35,283
190,190,109,Female,45,103
158,158,140,Female,33,47
42,42,132,Female,54,316
129,129,129,Male,22,269
196,196,148,Female,29,290
108,108,129,Male,30,296
31,31,87,Male,33,195
145,145,124,Male,26,31
167,167,91,Female,37,221
0,0,73,Male,67,259
6,6,117,Male,48,189
153,153,121,Female,33,88
41,41,141,Female,30,166
18,18,124,Male,21,233
75,75,131,Female,36,273
43,5,109,Female,33,212
0,0,111,Female,47,108
142,142,131,Female,40,10
174,174,92,Female,25,159
52,52,116,Female,28,137
121,193,130,Male,28,205
144,144,129,Male,31,146
127,127,126,Male,43,86
53,53,112,Male,46,95
62,62,118,Female,44,302
24,24,148,Male,37,105
14,14,137,Male,41,300
37,37,117,Male,47,27
156,156,96,Female,37,324
38,19,143,Male,29,31
140,140,132,Female,31,217
73,73,126,Female,39,196
31,31,122,Female,33,199
158,158,125,Male,33,47
60,60,142,Male,32,220
14,14,159,Female,41,308
194,194,140,Female,19,57
27,27,140,Male,53,305
199,199,145,Male,24,180
172,172,136,Female,30,254
128,128,142,Male,46,123
18,18,154,Female,21,238
193,193,99,Female,25,28
130,130,163,Female,32,206
62,62,146,Male,44,293
184,184,122,Male,35,286
81,81,146,Male,27,276
148,148,142,Male,30,86
11,11,120,Female,24,190
11,11,137,Female,24,187
124,124,104,Male,29,91
101,44,111,Male,20,122
7,6,158,Male,41,244
114,114,127,Male,51,300
199,199,115,Female,24,185
38,38,102,Female,29,38
187,187,139,Male,35,217
148,148,161,Male,30,86
90,90,103,Male,33,100
6,6,126,Male,48,185
107,107,132,Male,35,325
166,166,108,Female,21,245
35,35,173,Male,42,80
168,168,111,Male,22,193
76,76,101,Male,35,36
91,91,142,Male,28,270
33,33,169,Male,36,184
178,178,116,Female,53,223
51,51,145,Female,40,263
87,87,106,Female,35,215
26,26,101,Female,29,85
56,56,146,Female,37,208
176,176,116,Male,26,109
63,63,98,Male,34,200
2,2,119,Male,20,125
188,80,86,Female,37,114
178,178,96,Female,53,225
147,147,99,Female,24,228
160,160,109,Male,29,310
107,107,111,Female,35,330
70,14,85,Male,34,208
22,22,121,Female,33,115
118,118,145,Female,34,234
132,132,130,Female,30,333
175,175,137,Male,60,316
185,185,124,Female,36,54
165,165,130,Female,31,148
38,38,122,Female,29,32
47,47,116,Male,36,28
82,82,108,Male,43,244
49,49,150,Male,28,125
172,172,148,Male,30,252
62,62,119,Female,44,294
126,126,96,Female,43,170
97,97,101,Female,34,309
189,189,103,Male,26,158
168,168,122,Female,22,197
68,66,136,Male,46,307
155,155,143,Female,42,103
200,200,118,Female,28,233
30,30,96,Female,35,283
124,124,66,Male,29,90
128,59,167,Male,46,131
127,127,116,Male,43,91
4,4,111,Male,31,127
168,168,116,Female,22,196
133,3,134,Male,52,214
36,36,117,Male,35,7
37,37,99,Male,47,27
97,97,97,Female,34,312
55,55,138,Male,31,223
180,180,112,Female,20,25
175,175,149,Male,60,319
188,188,143,Female,37,117
175,175,112,Male,60,311
93,93,124,Male,59,139
40,40,115,Female,28,187
189,189,141,Male,26,152
108,108,125,Male,30,295
127,127,115,Female,43,87
180,2,104,Female,20,22
163,163,129,Female,26,117
15,15,117,Male,56,54
183,183,108,Female,25,184
152,152,112,Female,34,246
57,57,102,Female,36,189
96,96,104,Female,39,145
200,200,139,Male,28,231
34,13,126,Male,22,197
168,168,134,Male,22,191
59,59,132,Male,39,281
105,105,122,Female,39,330
122,122,136,Female,31,33
158,158,127,Male,33,45
200,200,176,Female,28,238
53,53,121,Female,46,96
159,159,126,Female,52,120
161,161,138,Female,39,75
64,64,119,Male,28,7
1,1,95,Male,34,87
19,17,131,Female,45,246
30,30,102,Female,35,286
39,39,105,Male,20,166
121,121,114,Female,28,209
182,182,131,Female,30,72
37,37,103,Male,47,29
106,42,96,Female,21,204
188,188,89,Male,37,107
60,60,134,Female,32,222
36,36,97,Female,35,19
127,127,124,Female,43,87
144,144,157,Male,31,147
58,58,139,Female,30,259
123,123,104,Female,20,295
60,60,127,Male,32,221
186,186,161,Male,28,28
152,152,140,Male,34,244
10,10,144,Female,26,124
23,23,145,Female,31,302
35,35,137,Female,42,69
13,52,133,Female,20,289
165,165,131,Female,31,146
153,153,136,Female,33,82
192,192,139,Male,24,120
78,78,80,Female,22,290
79,79,115,Male,38,296
97,97,128,Female,34,318
27,27,129,Male,53,306
92,92,131,Male,32,75
21,21,117,Male,16,215
51,51,136,Male,40,263
108,108,160,Male,30,291
72,72,127,Female,26,291
85,85,103,Female,20,31
158,158,164,Male,33,43
9,9,113,Male,45,101
149,121,115,Female,28,272
46,46,121,Male,27,151
173,173,116,Female,29,143
26,26,103,Female,29,82
67,67,101,Female,26,75
46,46,139,Male,27,153
191,191,159,Male,29,253
145,20,135,Male,26,31
88,88,112,Male,44,139
4,4,114,Female,31,123
61,61,85,Female,31,266
128,128,91,Male,46,120
154,154,137,Male,35,10
110,110,113,Male,38,41
152,152,100,Male,34,235
169,169,107,Male,32,68
131,131,109,Female,24,279
164,164,123,Male,32,55
162,162,144,Male,32,150
178,31,102,Female,53,220
